Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
25E-NBOMe,2C-E-NBOMe,"2-(4-ethyl-2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine",C20H27NO3,Phenethylamines (2C Series) (H),06-2015,Structure Image cannot be exported
25H-NBOH,2C-H-NBOH,"2-({[2-(2,5-dimethoxyphenyl)ethyl]amino}methyl)phenol",C17H21NO3,Phenethylamines (2C Series) (H),12-2018,Structure Image cannot be exported
25H-NBOMe,2C-H-NBOMe,"2-(2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine",C18H23NO3,Phenethylamines (2C Series) (H),07-2013,Structure Image cannot be exported
25I-NBF,2C-I-NBF,"2-(4-iodo-2,5-dimethoxyphenyl)-N-(2-fluorobenzyl)ethanamine",C17H19FINO2,Phenethylamines (2C Series) (H),06-2018,Structure Image cannot be exported
25I-NBOH,2C-I-NBOH,"2-(4-iodo-2,5-dimethoxyphenyl)-N-(2-hydroxybenzyl)ethanamine",C17H20INO3,Phenethylamines (2C Series) (H),03-2016,Structure Image cannot be exported
25I-NBOMe,2C-I-NBOMe,"2-(4-iodo-2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine",C18H22INO3,Phenethylamines (2C Series) (H),05-2012,Structure Image cannot be exported
25N-NBOMe,2C-N-NBOMe,"2-(4-nitro-2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine",C18H22N2O5,Phenethylamines (2C Series) (H),05-2015,Structure Image cannot be exported
2C-B,"4-bromo-2,5-dimethoxyphenethylamine","4-bromo-2,5-dimethoxyphenethylamine",C10H14BrNO2,Phenethylamines (2C Series) (H),10-1998,Structure Image cannot be exported
2C-B-BZP,2C-B-benzylpiperazine,"1-[(4-bromo-2,5-dimethoxyphenyl)methyl]piperazine",C13H19BrN2O2,Piperazines (Stimulant),04-2014,Structure Image cannot be exported
2C-B-FLY,,"2-(4-bromo-2,3,6,7-tetrahydrofuro[2,3-f][1]benzofuran-8-yl)ethanamine",C12H14BrNO2,Phenethylamines (2C Series) (H),06-2017,Structure Image cannot be exported
2C-C,"2,5-dimethoxy-4-chlorophenethylamine","2-(4-chloro-2,5-dimethoxyphenyl)ethanamine",C10H14ClNO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-D,"2,5-dimethoxy-4-methylphenethylamine","2-(2,5-dimethoxy-4-methylphenyl)ethanamine",C11H17NO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-E,"2,5-dimethoxy-4-ethylphenethylamine","2-(2,5-dimethoxy-4-ethylphenyl)ethanamine",C12H19NO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-H,"2,5-dimethoxyphenethylamine","2-(2,5-dimethoxyphenyl)ethanamine",C10H15NO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-I,"2,5-dimethoxy-4-iodophenethylamine","2-(4-iodo-2,5-dimethoxyphenyl)ethanamine",C10H14INO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-N,"2,5-dimethoxy-4-nitrophenethylamine","2-(2,5-dimethoxy-4-nitro-phenyl)ethanamine",C10H14N2O4,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-P,"2,5-dimethoxy-4-propylphenethylamine","2-(2,5-dimethoxy-4-propylphenyl)ethanamine",C13H21NO2,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-T-2,"2,5-dimethoxy-4-ethylthiophenethylamine","2-(4-ethylthio-2,5-dimethoxyphenyl)ethanamine",C12H19NO2S,Phenethylamines (2C Series) (H),04-2003,Structure Image cannot be exported
2C-T-21,"2,5-dimethoxy-4-fluoroethylthiophenethylamine","2,5-dimethoxy-4-fluoroethylthiophenethylamine",C12H18FNO2S,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-T-4,"2,5-dimethoxy-4-isopropylthiophenethylamine","2-(4-isopropylthio)-2,5-dimethoxyphenyl)ethanamine",C13H21NO2S,Phenethylamines (2C Series) (H),06-2010,Structure Image cannot be exported
2C-T-7,"2,5-dimethoxy-4-propylthiophenethylamine","2,5-dimethoxy-4-propylthiophenethylamine",C13H21NO2S,Phenethylamines (2C Series) (H),07-2006,Structure Image cannot be exported
2C-T-8,"2,5-dimethoxy-4-cyclopropylmethylthiophenethylamine","2,5-dimethoxy-4-cyclopropylmethylthiophenethylamine",C14H21NO2S,Phenethylamines (2C Series) (H),07-2014,Structure Image cannot be exported
"2Cl-4,5-MDA","2-chloro-4,5-methylenedioxyamphetamine","1-(6-chloro-2H-1,3-benzodioxol-5-yl)propan-2-amine",C10H12ClNO2,Phenethylamines (Amphetamines) (H),06-2018,Structure Image cannot be exported
"3',4'-Dimethoxy fentanyl",,"N-(1-(3,4-dimethoxyphenethyl)piperidin-4-yl)-N-phenylpropionamide",C24H32N2O3,Fentanyl and Fentanyl-related,12-2019,Structure Image cannot be exported
3'4'-Methylenedioxy-alpha-dimethylamino-isovalerophenone,,,,Synthetic Cathinones,09-2023,Structure Image cannot be exported
3'4'-Methylenedioxy-alpha-ethylamino-isovalerophenone,,,,Synthetic Cathinones,09-2023,Structure Image cannot be exported
"3,17-Dihydroxy-Delta-5-Etiocholane-7-One Diethylcarbonate",,,,Other substances,02-2009,Structure Image cannot be exported
"3,4,-Dichloromethylphenidate","3,4-CTMP","methyl (3,4-dichlorophenyl)(piperid-2-yl)acetate",C14H17Cl2NO2,Piperidines/PEA,05-2017,Structure Image cannot be exported
"3,4,5-Trimethoxy-beta-nitrostyrene",,"1,2,3-trimethoxy-5-[(E)-2-nitroethenyl]benzene",C11H13NO5,Other substances,03-2025,Structure Image cannot be exported
"3,4,5-Trimethoxybenzaldehyde",,,,Other substances,10-1998,Structure Image cannot be exported
"3,4,5-Trimethoxybenzoic Acid",,,,Other substances,10-1998,Structure Image cannot be exported
"3,4,5-Trimethoxybenzoyl Chloride",,,,Other substances,10-1998,Structure Image cannot be exported
"3,4,5-Trimethoxybenzyl Alcohol",,,,Other substances,10-1998,Structure Image cannot be exported
"3,4,5-Trimethoxybenzyl Chloride",,,,Other substances,10-1998,Structure Image cannot be exported
"3,4,5-Trimethoxycocaine",,"methyl (1R,2R,3S,5S)-8-methyl-3-3,4,5-trimethyloxyphenylcarbonyloxy-8-azabicyclo[3.2.1]octane-2-carboxylate",C20H27NO7,Cocaine Alkaloids,06-2022,Structure Image cannot be exported
"3,4-DMMC","3,4-dimethylmethcathinone","1-(3,4-dimethylphenyl)-2-(methylamino)propan-1-one",C12H17NO,Synthetic Cathinones,11-2011,Structure Image cannot be exported
"3,4-Diaminobenzoic acid",,,,Other,06-2014,Structure Image cannot be exported
"3,4-Dihydroxycinnamic acid",,,,Other,06-2014,Structure Image cannot be exported
"3,4-Dimethoxy-alpha-PHP","3,4-dimethoxy-alpha-pyrrolidinohexanophenone","1-(3,4-dimethoxyphenyl)-2-(pyrrolidin-1-yl)hexan-1-one",C18H27NO3,Synthetic Cathinones (Hallucinogen),05-2018,Structure Image cannot be exported
"3,4-Dimethyl-5-Phenyloxazolidine",,,,Other substances,06-2008,Structure Image cannot be exported
"3,4-EDMA","3,4-ethylenedioxy-N-methylamphetamine","3,4-ethylenedioxy-N-methylamphetamine",C12H17NO2,Phenethylamines (Other) (H),05-2017,Structure Image cannot be exported
"3,4-MDPA","3,4-methylenedioxy-N-propylamphetamine;MDPR","N-propyl[2-(2H-1,3-benzodioxol-5-yl)-1-methylethyl]amine",C13H19NO2,Phenethylamines (Amphetamines) (H),10-2011,Structure Image cannot be exported
"3,4-MDPHP","3,4-methylenedioxy-alpha-pyrrolidinohexanophenone","1-(2H-1,3-benzodioxol-5-yl)-2-(pyrrolidin-1-yl)hexan-1-one",C17H23NO3,Synthetic Cathinones (Hallucinogen),12-2016,Structure Image cannot be exported
"3,4-Methylenedioxy PV8","3,4-methylenedioxy-alpha-pyrrolidinoheptaphenone","1-(2H-1,3-benzodioxol-5-yl)-2-(pyrrolidin-1-yl)heptan-1-one",C18H25NO3,Synthetic Cathinones,09-2019,Structure Image cannot be exported
"3,4-Methylenedioxy U-47700","3,4-MDO U-47700","N-[2-(dimethylamino)cyclohexyl]-N-methyl-2H-1,3-benzodioxole-5-carboxamide",C17H24N2O3,Narcotic Analgesics,05-2018,Structure Image cannot be exported
"3,4-Methylenedioxy-N-isopropylaminocathinone",iPRONE,"1-(2H-1,3-benzodioxol-5-yl)-2-(isopropylamino)propan-1-one",C13H17NO3,Synthetic Cathinones,04-2019,Structure Image cannot be exported
"3,4-difluoro U-47700","3,4-Difluoro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide","N-[(1S,2S)-2-(dimethylamino)cyclohexyl]-3,4-difluoro-N-methylbenzamide",C16H22F2N2O,Narcotic Analgesics,12-2023,Structure Image cannot be exported
"3,5-dimethylpyrazole",,,,Other,06-2014,Structure Image cannot be exported
"3,6-Dichloro-2-methoxybenzoic acid (Dicamba)",,,,Other substances,10-2012,Structure Image cannot be exported
3-Acetylmorphine,,,,Narcotics,10-1998,Structure Image cannot be exported
3-BMC,3-bromo-N-methylcathinone;3-bromomethcathinone,1-(3-bromophenyl)-2-(methylamino)propan-1-one,C10H12BrNO,Synthetic Cathinones,06-2015,Structure Image cannot be exported
3-Bromo-1-Propene,,,,Other substances,10-1998,Structure Image cannot be exported
3-Bromoamphetamine,3-BA,1-(3-bromophenyl)propan-2-amine,C9H12BrN,Phenethylamines (Amphetamines) (S),06-2019,Structure Image cannot be exported
3-CEC,3-chloro-N-ethylcathinone;3-chloroethcathinone,1-(3-chlorophenyl)-2-(ethylamino)propan-1-one,C11H14ClNO,Synthetic Cathinones,05-2017,Structure Image cannot be exported
3-CMC,3-chloro-N-methylcathinone;3-chloromethcathinone,1-(3-chlorophenyl)-2-(methylamino)propan-1-one,C10H12ClNO,Synthetic Cathinones,01-2016,Structure Image cannot be exported
3-Chloro PCP,3-chloro-PCP;3-chloro-phencyclidine;3Cl-PCP,1-[1-(3-chlorophenyl)cyclohexyl]piperidine,C17H24ClN,Depressants and Tranquilizers,03-2021,Structure Image cannot be exported
3-Cyclopropyl-Methylnaltrexone,,,,Narcotics,10-1998,Structure Image cannot be exported
3-EMC,2-ethylmethcathinone;3-ethyl-N-methylcathinone,1-(3-ethylphenyl)-2-(methylamino)propan-1-one,C12H17NO,Synthetic Cathinones,11-2014,Structure Image cannot be exported
3-FMC,3-fluoro-N-methylcathinone;3-fluoromethcathinone,1-(3-fluorophenyl)-2-(methylamino)propan-1-one,C10H12FNO,Synthetic Cathinones,12-2014,Structure Image cannot be exported
3-FPM,,,,Stimulants,11-2016,Structure Image cannot be exported
3-Fluoro PCP,3-fluoro-PCP;3-fluoro-phencyclidine;3F-PCP,1-[1-(3-fluorophenyl)cyclohexyl]piperidine,C17H24FN,Depressants and Tranquilizers,05-2022,Structure Image cannot be exported
3-Fluoroamphetamine,3-FA,1-(3-fluorophenyl)propan-2-amine,C9H12FN,Phenethylamines (Amphetamines) (S),05-2017,Structure Image cannot be exported
3-Fluoroethamphetamine,3-FEA;3-fluoro-N-ethylamphetamine;meta-fluoroethamphetamine,ethyl[1-(3-fluorophenyl)propan-2-yl]amine,C11H16FN,Stimulants,12-2018,Structure Image cannot be exported
3-Fluorofentanyl,,,C22H27FN2O,Fentanyl and Fentanyl-related,06-2018,Structure Image cannot be exported
3-Fluoromethamphetamine ,3-FMA,1-(3-fluorophenyl)-N-methyl-propan-2-amine,C10H14FN,Phenethylamines (Amphetamines) (S),05-2012,Structure Image cannot be exported
3-Furanyl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylfuran-3-carboxamide,C24H26N2O2,Fentanyl and Fentanyl-related,05-2018,Structure Image cannot be exported
3-Hydroxy PCE,3-hydroxy eticyclidine;3OH-PCE,3-[1-(ethylamino)cyclohexyl]phenol,C14H21NO,Other substances,06-2019,Structure Image cannot be exported
3-Hydroxy PCP,3-hydroxy-PCP;3-hydroxy-phencyclidine;3OH-PCP,3-[1-(piperidin-1-yl)cyclohexyl]phenol,C17H25NO,Depressants and Tranquilizers,11-2018,Structure Image cannot be exported
"3-Hydroxy-1,2,3-benzotriazin-4(3H)-one",,,,Other substances,10-2012,Structure Image cannot be exported
3-Hydroxyphenazepam,,"7-bromo-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one",C15H10BrClN2O2,Benzodiazepines,11-2016,Structure Image cannot be exported
3-MAPB,3-(2-methylaminopropyl)benzofuran,1-(benzofuran-3-yl)-N-methylpropan-2-amine,C12H15NO,Phenethylamines (Amphetamines) (H),12-2016,Structure Image cannot be exported
3-MEC,3-methyl-N-ethylcathinone;3-methylethcathinone,2-(ethylamino)-1-(3-methylphenyl)propan-1-one,C12H17NO,Synthetic Cathinones,10-2012,Structure Image cannot be exported
3-MMC,3-methyl-N-methylcathinone;3-methylmethcathinone,2-(methylamino)-1-(3-methylphenyl)propan-1-one,C11H15NO,Synthetic Cathinones,05-2013,Structure Image cannot be exported
3-MeOMC,3-methoxy-N-methylcathinone;3-methoxymethcathinone,1-(3-methoxyphenyl)-2-(methylamino)propan-1-one,C11H15NO2,Synthetic Cathinones,06-2015,Structure Image cannot be exported
3-Methoxy PCE,3-MeO-PCE;3-methoxy eticyclidine;3-methoxy-PCE,N-ethyl[1-(3-methoxyphenyl)cyclohexyl]amine,C15H23NO,Other substances,05-2017,Structure Image cannot be exported
3-Methoxy PCP,3-MeO-PCP;3-methoxy phencyclidine,1-[1-(3-methoxyphenyl)cyclohexyl]piperidine,C18H27NO,Hallucinogens,05-2012,Structure Image cannot be exported
3-Methyl PCP,3-Methyl Phencyclidine;Meta-methyl-pcp,1-[1-(3-methylphenyl)cyclohexyl]piperidine,C18H27N,Hallucinogens,12-2024,Structure Image cannot be exported
3-Methyl Phenol,,,,Other,08-2008,Structure Image cannot be exported
3-Methylfentanyl,,N-(3-methyl-1-phenethylpiperid-4-yl)-N-phenyl-propionamide,C23H30N2O,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
3-Methylnordiazepam,3-Methyl-N-1-nordiazepam;Ro 5-2751,"7-chloro-1,3-dihydro-3-methyl-5-phenyl-2H-1,4-Benzodiazepin-2-one",C16H13ClN2O,Benzodiazepines,12-2023,Structure Image cannot be exported
3-Methylthiofentanyl,,N-(3-methyl-1-(2-(thien-2-yl)ethyl)piperidin-4-yl)-N-phenylpropionamide,C21H28N2OS,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
"3Alpha,17beta-dihydroxy-5alpha-androstane",,,,Steroids,07-2006,Structure Image cannot be exported
"3Beta,17beta-dihydroxy-5alpha-androstane",,,,Steroids,07-2006,Structure Image cannot be exported
3C-P,"3,5-methoxy-4-propoxyamphetamine;4-propoxy-3,5-DMA;4-propoxy-3,5-dimethoxyamphetamine;proscaline amphetamine","1-(3,5-dimethoxy-4-propoxyphenyl)propan-2-amine",C14H23NO3,Phenethylamines (Other) (H),11-2014,Structure Image cannot be exported
3F-AMB,3-fluoro-AMB,methyl-2-(1-(3-fluoropentyl)-1H-indazole)-3-carboxamido)-3-methylbutanoate,C19H26FN3O3,Synthetic Cannabinoids,12-2017,Structure Image cannot be exported
3F-NNEI,3-fluoro-NNEI;3F-MN-24,1-(3-fluoropentyl)-N-(naphthalen-1-yl)-1H-indole-3-carboxamide,C24H23FN2O,Synthetic Cannabinoids,12-2017,Structure Image cannot be exported
3beta-Hydroxy-4-androstenone,,,,Steroids,09-2023,Structure Image cannot be exported
4'-Chloro deschloroalprazolam,,"1-methyl-6-(4-chlorophenyl)-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",C17H13ClN4,Benzodiazepines,09-2022,Structure Image cannot be exported
4'-Chlorodiazepam,Ro 5-4864,"7-chloro-5-(4-chlorophenyl)-1,3-dihydro-1-methyl-2H-1,4-benzodiazepin-2-one",C16H12Cl2N2O,Benzodiazepines,07-2019,Structure Image cannot be exported
4'-Methyl acetyl fentanyl,4-methylphenethyl acetyl fentanyl;acetyl fentanyl 4-methylphenethyl analog,N-(1-(4-methylphenethyl)piperidin-4-yl)-N-phenylacetamide ,C22H28N2O,Fentanyl and Fentanyl-related,12-2018,Structure Image cannot be exported
4'-Methylpropiophenone,4-Methylpropiophenone;p-Methylpropiophenone,1-(4-methylphenyl)propan-1-one,C10H12O,Other substances,09-2023,Structure Image cannot be exported
"4,4'-Methylenedianiline",,,,Other substances,03-2018,Structure Image cannot be exported
"4,4'-Sulfonyldiphenol",,,,Other substances,06-2012,Structure Image cannot be exported
"4,6-Androstadiene-3,17-Dione",,,,Steroids,07-2010,Structure Image cannot be exported
4-(Difluoromethoxy)aniline,,,,Other substances,07-2019,Structure Image cannot be exported
4-(Trifluoromethyl) U-47700,,"N-[2-(dimethylamino)cyclohexyl]-N,4-dimethylbenzamide",C17H23F3N2O,Narcotic Analgesics,06-2022,Structure Image cannot be exported
4-ANPP,4-anilino-1-phenethylpiperidine;despropionyl fentanyl,4-anilino-N-phenethyl-4-piperidine,C19H24N2,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
4-APB,4-(2-aminopropyl)benzofuran,1-(benzofuran-4-yl)-propan-2-amine,C11H13NO,Phenethylamines (Amphetamines) (H),12-2016,Structure Image cannot be exported
4-AcO-DET,"4-acetoxy-DET;4-acetoxy-N,N-diethyltryptamine",3-[2-(diethylamino)ethyl]indol-4-yl acetate,C16H22N2O2,Tryptamines,07-2006,Structure Image cannot be exported
4-AcO-DMT,"4-acetoxy-DMT;4-acetoxy-N,N-dimethyltryptamine",3-[2-(dimethylamino)ethyl]indol-4-yl acetate,C14H18N2O2,Tryptamines,06-2010,Structure Image cannot be exported
4-AcO-DPT,"4-acetoxy-DPT;4-acetoxy-N,N-dipropyltryptamine",3-[2-(dipropylamino)ethyl]-1H-indol-4-yl acetate,C18H26N2O2,Tryptamines,05-2018,Structure Image cannot be exported
4-AcO-DiPT,,"4-Acetoxy-N,N-diisopropyltryptamine",,Tryptamines,07-2006,Structure Image cannot be exported
4-AcO-MET,4-acetoxy-MET;4-acetoxy-N-methyl-N-ethyltryptamine,3-[2-(N-ethyl-N-methylamino)ethyl]indol-4-yl acetate,C15H20N2O2,Tryptamines,12-2016,Structure Image cannot be exported
4-AcO-MiPT,,4-Acetoxy-N-Methyl-N-Isopropyltryptamine,,Tryptamines,07-2006,Structure Image cannot be exported
4-Aminobenzoic Acid,,,,Other,05-2017,Structure Image cannot be exported
"4-Androstene-3,11,17-trione",,,,Steroids,07-2010,Structure Image cannot be exported
"4-Androstene-3,17-Dione",,,,Steroids,07-2000,Structure Image cannot be exported
"4-Androstene-3,6,17-Trione",,,,Steroids,07-2010,Structure Image cannot be exported
4-Androstenediol,,,,Steroids,07-2006,Structure Image cannot be exported
4-Androstenedione,,,,Steroids,07-2006,Structure Image cannot be exported
4-BEC,4-bromo-N-ethylcathinone;4-bromoethcathinone,1-(4-bromophenyl)-2-(ethylamino)propan-1-one,C11H14BrNO,Synthetic Cathinones,05-2017,Structure Image cannot be exported
4-BMC,4-bromo-N-methylcathinone;4-bromomethcathinone;brephedrone,1-(4-bromophenyl)-2-(methylamino)propan-1-one,C10H12BrNO,Synthetic Cathinones,08-2014,Structure Image cannot be exported
"4-Benzyloxy-3,5-dimethoxyphenethylamine",,"2-[4-(benzyloxy)-3,5-dimethoxyphenyl]ethylamine",C17H21NO3,Phenethylamines (Other) (H),10-1998,Structure Image cannot be exported
4-Benzyloxyindole,,,,Other substances,10-1998,Structure Image cannot be exported
4-Benzylpiperidine,,4-benzylpiperidine,C12H17N,Other substances,05-2018,Structure Image cannot be exported
4-Bromo-2-fluoropyridine,,,,Other substances,07-2019,Structure Image cannot be exported
4-Bromo-3-fluoroaniline,,,,Other substances,07-2019,Structure Image cannot be exported
4-Bromoamphetamine,4-BA,1-(4-bromophenyl)propan-2-amine,C9H12BrN,Phenethylamines (Amphetamines) (S),06-2019,Structure Image cannot be exported
4-CBC,4-chlorobutylcathinone;N-butyl-4-chlorocathinone,2-(butylamino)-1-(4-chlorophenyl)propan-1-one,C13H18ClNO,Synthetic Cathinones,04-2018,Structure Image cannot be exported
4-CEC,4-chloro-N-ethylcathinone;4-chloroethcathinone,1-(4-chlorophenyl)-2-(ethylamino)propan-1-one,C11H14ClNO,Synthetic Cathinones,10-2016,Structure Image cannot be exported
4-CIC,4-chloro-N-isopropylcathinone;4-chloro-alpha-isopropylaminopropiophenone;4-chloroiprcathinone;clipredrone,1-(4-chlorophenyl)-2-[(propan-2-yl)amino]propan-1-one,C12H16ClNO,Synthetic Cathinones,05-2017,Structure Image cannot be exported
4-CMC,4-chloro-N-methylcathinone;4-chloromethcathinone,1-(4-chlorophenyl)-2-(methylamino)propan-1-one,C10H12ClNO,Synthetic Cathinones,06-2015,Structure Image cannot be exported
4-Carbomethoxy 4-ANPP,despropionyl carfentanil,methyl 4-anilino-1-phenethylpiperidine-4-carboxylate,C21H26N2O2,Fentanyl and Fentanyl-related,01-2022,Structure Image cannot be exported
4-Chloro-2-fluorobenzaldehyde,,,,Other substances,07-2019,Structure Image cannot be exported
"4-Cyano-2-Dimethylamino-4,4-Diphenylbutane",,"4-Cyano-2-dimethylamino-4,4-diphenylbutane",,Narcotic Analgesics,10-1998,Structure Image cannot be exported
4-EEC,4-ethyl-N-ethylcathinone;4-ethylethcathinone,2-(ethylamino)-1-(4-ethylphenyl)propan-1-one,C13H19NO,Synthetic Cathinones,03-2015,Structure Image cannot be exported
4-EMC,4-ethyl-N-methylcathinone;4-ethylmethcathinone,1-(4-ethylphenyl)-2-(methylamino)propan-1-one,C12H17NO,Synthetic Cathinones,11-2013,Structure Image cannot be exported
4-Ethynylanisole,,,,Other substances,07-2019,Structure Image cannot be exported
